DFIRM_ID,Version_ID,FloodAreaID,StudyType,FloodZone,ZoneSubtype,SFHA_TF,SourceCitation,ZoneDescription,AdoptedDate,GlobalID,OBJECTID,Shape__Area,Shape__Length
47037C,2.5.3.0,47037C_11499,SFHA with BFE and floodway,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,F,47037C_STUDY2,500-Year Floodplain,2024/06/20 00:00:00+00,1ca71faa-9072-4085-8c23-8eca077aff04,13054,71.3970947265625,99.9243189018477
47037C,2.5.3.0,47037C_11500,SFHA with BFE and floodway,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,F,47037C_STUDY2,500-Year Floodplain,2024/06/20 00:00:00+00,fa3c4726-178e-4891-9810-a7895dcf248c,13055,127.228637695312,114.344092378435
47037C,2.5.3.0,47037C_11501,SFHA with BFE and floodway,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,F,47037C_STUDY2,500-Year Floodplain,2024/06/20 00:00:00+00,0fe5c024-b297-4075-bbdd-e858bbc761d3,13056,9.4268798828125,31.7794742674861
47037C,2.5.3.0,47037C_11502,SFHA with BFE and floodway,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,F,47037C_STUDY2,500-Year Floodplain,2024/06/20 00:00:00+00,a3b9d35a-f845-4199-9f24-c357db70d550,13057,0.6309814453125,6.45624415786488
47037C,2.5.3.0,47037C_11503,SFHA with BFE and floodway,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,F,47037C_STUDY2,500-Year Floodplain,2024/06/20 00:00:00+00,3163d76b-4773-4ced-9e9c-2cef6cb6d4d0,13058,1.37890625,8.06327718325238
47037C,2.5.3.0,47037C_11504,SFHA with BFE and floodway,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,F,47037C_STUDY2,500-Year Floodplain,2024/06/20 00:00:00+00,d0674b76-8f66-44e6-a6c6-40a5231f8a90,13059,18981.6721191406,3576.93118097883
47037C,2.5.3.0,47037C_11505,SFHA with BFE and floodway,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,F,47037C_STUDY2,500-Year Floodplain,2024/06/20 00:00:00+00,b3c488cf-a385-4170-b233-caca2ef15d98,13060,2.19775390625,9.63068456553439
47037C,2.5.3.0,47037C_11506,SFHA with BFE and floodway,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,F,47037C_STUDY2,500-Year Floodplain,2024/06/20 00:00:00+00,88830586-59f5-4dcf-a546-a1d530bc3c88,13061,0.5467529296875,6.11344922611111
47037C,2.5.3.0,47037C_11509,SFHA with BFE and floodway,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,F,47037C_STUDY2,500-Year Floodplain,2024/06/20 00:00:00+00,09a0eb29-d54f-4465-82e9-3782778898c4,13062,58.1263427734375,141.486926952326
47037C,2.5.3.0,47037C_11510,SFHA with BFE and floodway,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,F,47037C_STUDY2,500-Year Floodplain,2024/06/20 00:00:00+00,8892a94e-59f3-4cc5-b310-2efe1f1371c9,13063,31.4072265625,63.7477683040464
47037C,2.5.3.0,47037C_11511,SFHA with BFE and floodway,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,F,47037C_STUDY2,500-Year Floodplain,2024/06/20 00:00:00+00,4fdacc51-bdeb-4cce-b426-dcfac7292d18,13064,54.9903564453125,129.649088140775
47037C,2.5.3.0,47037C_11513,SFHA with BFE and floodway,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,F,47037C_STUDY2,500-Year Floodplain,2024/06/20 00:00:00+00,47448fc2-5fa1-4727-a1f9-69627665ed94,13065,1034.53540039062,413.746697252821
47037C,2.5.3.0,47037C_11516,SFHA with BFE and floodway,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,F,47037C_STUDY2,500-Year Floodplain,2024/06/20 00:00:00+00,0e4fd189-4b5a-4c40-9ead-c1bf09583ba3,13066,13.994140625,34.5341099271242
47037C,2.5.3.0,47037C_11517,SFHA with BFE and floodway,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,F,47037C_STUDY2,500-Year Floodplain,2024/06/20 00:00:00+00,9c2ac48a-9cbb-4835-8ff4-ec272458f5d0,13067,79.998291015625,132.413998982488
47037C,2.5.3.0,47037C_11521,SFHA with BFE and floodway,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,F,47037C_STUDY2,500-Year Floodplain,2024/06/20 00:00:00+00,082ae849-d23d-4a2a-a75d-e5012139db3d,13068,3.482421875,14.4384223326196
47037C,2.5.3.0,47037C_11522,SFHA with BFE and floodway,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,F,47037C_STUDY2,500-Year Floodplain,2024/06/20 00:00:00+00,9d8c0919-8bd2-4295-a77f-36550ceba7f7,13069,25.9100341796875,49.8712615986857
47037C,2.5.3.0,47037C_11530,SFHA with BFE and floodway,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,F,47037C_STUDY2,500-Year Floodplain,2024/06/20 00:00:00+00,d9ad54b2-8f3a-4e22-bfcc-4e10bc280817,13070,0.820068359375,8.62599678757974
47037C,2.5.3.0,47037C_11535,SFHA with BFE and floodway,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,F,47037C_STUDY2,500-Year Floodplain,2024/06/20 00:00:00+00,e3c8ac55-1203-4921-85a0-43a6e6fcaec6,13071,1.7042236328125,13.1763686526001
47037C,2.5.3.0,47037C_11536,SFHA with BFE and floodway,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,F,47037C_STUDY2,500-Year Floodplain,2024/06/20 00:00:00+00,3729c14a-2271-45e7-a62c-8c249070c0e9,13072,1.8092041015625,11.2828097490079
47037C,2.5.3.0,47037C_11537,SFHA with BFE and floodway,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,F,47037C_STUDY2,500-Year Floodplain,2024/06/20 00:00:00+00,d9cce96d-fc59-4d01-9ea4-2f964948d766,13073,1.40869140625,10.2547375890092
47037C,2.5.3.0,47037C_11538,SFHA with BFE and floodway,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,F,47037C_STUDY2,500-Year Floodplain,2024/06/20 00:00:00+00,dcdb74bd-da50-4868-abe6-5235cdee94d7,13074,0.7813720703125,5.94789990809552
47037C,2.5.3.0,47037C_11539,SFHA with BFE and floodway,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,F,47037C_STUDY2,500-Year Floodplain,2024/06/20 00:00:00+00,1846b98f-4ee3-4e88-bfb8-329ee642bd07,13075,17.8245849609375,47.2141626146404
47037C,2.5.3.0,47037C_11540,SFHA with BFE and floodway,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,F,47037C_STUDY2,500-Year Floodplain,2024/06/20 00:00:00+00,1aba1a86-33c0-48cb-a9cf-1b154d6e56b6,13076,4.053955078125,11.6911628444322
47037C,2.5.3.0,47037C_11541,SFHA with BFE and floodway,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,F,47037C_STUDY2,500-Year Floodplain,2024/06/20 00:00:00+00,84d03eab-d159-4527-a7b2-56a75e00aa59,13077,4.4715576171875,14.7329034859907
47037C,2.5.3.0,47037C_11543,SFHA with BFE and floodway,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,F,47037C_STUDY2,500-Year Floodplain,2024/06/20 00:00:00+00,2f6bf767-e721-47d8-a113-df0ba0b0317b,13078,22209.7746582031,4362.43669698778
47037C,2.5.3.0,47037C_11544,SFHA with BFE and floodway,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,F,47037C_STUDY2,500-Year Floodplain,2024/06/20 00:00:00+00,1162ab1b-2532-41c7-a806-83ae5f2e9717,13079,46.4169921875,66.8906861387574
47037C,1.1.1.0,47037C_13498,NP,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,F,47037C_STUDY1,500-Year Floodplain,2024/06/20 00:00:00+00,f960ccca-846c-4d47-b356-5ffcf43f3e3a,13080,501.56201171875,353.464868053131
47037C,1.1.1.0,47037C_13499,NP,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,F,47037C_STUDY1,500-Year Floodplain,2024/06/20 00:00:00+00,19ede39c-5499-449a-810f-e6a43020891d,13081,17.4622802734375,18.2411399885945
47037C,1.1.1.0,47037C_13500,NP,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,F,47037C_STUDY1,500-Year Floodplain,2024/06/20 00:00:00+00,9ba05661-e61f-41d2-96ec-67ab1e392e80,13082,2075.54968261719,479.095266497559
47037C,1.1.1.0,47037C_13501,NP,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,F,47037C_STUDY1,500-Year Floodplain,2024/06/20 00:00:00+00,6424e5bf-7166-488a-897d-fe21d05333a4,13083,1.84228515625,9.77432062035084
47037C,1.1.1.0,47037C_13502,NP,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,F,47037C_STUDY1,500-Year Floodplain,2024/06/20 00:00:00+00,badaf94c-8886-4eea-bfbd-becb3fa0897c,13084,82.8963623046875,52.0216524348896
47037C,1.1.1.0,47037C_13503,NP,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,F,47037C_STUDY1,500-Year Floodplain,2024/06/20 00:00:00+00,864d0dfa-2bf6-4c26-9e63-ba6748519676,13085,51.8143310546875,38.422061459321
47037C,1.1.1.0,47037C_13504,NP,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,F,47037C_STUDY1,500-Year Floodplain,2024/06/20 00:00:00+00,562dc539-661c-4cd7-88f5-d896a3ad9c23,13086,0.438232421875,3.13013173532023
47037C,1.1.1.0,47037C_13505,NP,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,F,47037C_STUDY1,500-Year Floodplain,2024/06/20 00:00:00+00,3145085a-2e29-454a-b39b-9c816e4c669e,13087,19134.0067138672,3491.63357446638
47037C,1.1.1.0,47037C_13506,NP,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,F,47037C_STUDY1,500-Year Floodplain,2024/06/20 00:00:00+00,2db967f3-c868-4767-a797-40822e2d6dd0,13088,13.3494873046875,20.8026564666365
47037C,1.1.1.0,47037C_13507,NP,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,F,47037C_STUDY1,500-Year Floodplain,2024/06/20 00:00:00+00,1a8f9392-da5a-445a-8c5e-6b643bb9a14b,13089,989.129638671875,552.295652102895
47037C,1.1.1.0,47037C_13508,NP,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,F,47037C_STUDY1,500-Year Floodplain,2024/06/20 00:00:00+00,2ced9e93-677f-4db4-86a9-2a548559c549,13090,1957.39831542969,949.798696371633
47037C,1.1.1.0,47037C_13509,NP,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,F,47037C_STUDY1,500-Year Floodplain,2024/06/20 00:00:00+00,58340564-0cb9-426e-8463-2e526720e526,13091,5.265380859375,10.6271506700993
47037C,1.1.1.0,47037C_13510,NP,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,F,47037C_STUDY1,500-Year Floodplain,2024/06/20 00:00:00+00,027721c0-c90b-4ad0-85eb-6931201420e2,13092,2050.60107421875,433.600824169397
47037C,1.1.1.0,47037C_13511,NP,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,F,47037C_STUDY1,500-Year Floodplain,2024/06/20 00:00:00+00,337d121c-f1d3-4478-838e-8f5d1e5af292,13093,7.7705078125,23.9444606579622
47037C,1.1.1.0,47037C_13512,NP,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,F,47037C_STUDY1,500-Year Floodplain,2024/06/20 00:00:00+00,4e94c906-745b-4c9e-b191-37f631a98257,13094,9.6771240234375,25.6050748417697
47037C,1.1.1.0,47037C_13513,NP,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,F,47037C_STUDY1,500-Year Floodplain,2024/06/20 00:00:00+00,a99a309e-3020-447f-a34f-d8d636a45cca,13095,31.109130859375,68.7556470095316
47037C,1.1.1.0,47037C_13514,NP,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,F,47037C_STUDY1,500-Year Floodplain,2024/06/20 00:00:00+00,0164b424-6ef9-4357-a5fc-f0255ebd8483,13096,5.273193359375,15.706864928968
47037C,1.1.1.0,47037C_13515,NP,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,F,47037C_STUDY1,500-Year Floodplain,2024/06/20 00:00:00+00,c737b508-72db-4330-b995-517db4474dab,13097,4977.53271484375,638.987894633775
47037C,1.1.1.0,47037C_13516,NP,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,F,47037C_STUDY1,500-Year Floodplain,2024/06/20 00:00:00+00,21582725-7a5f-45eb-bdf8-87f4e9c33a25,13098,38.8629150390625,57.0824857064959
47037C,1.1.1.0,47037C_13517,NP,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,F,47037C_STUDY1,500-Year Floodplain,2024/06/20 00:00:00+00,cf0f3851-d244-4a64-b43d-f9afd999b78b,13099,106.626953125,110.177182979711
47037C,1.1.1.0,47037C_13518,NP,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,F,47037C_STUDY1,500-Year Floodplain,2024/06/20 00:00:00+00,8f10843e-47d8-478f-8c9c-b30256577618,13100,8.785888671875,15.1021553675225
47037C,1.1.1.0,47037C_13519,NP,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,F,47037C_STUDY1,500-Year Floodplain,2024/06/20 00:00:00+00,e4d2dfaf-63f5-4a4f-b32f-42312fce5fea,13101,843.4482421875,597.818508475358
47037C,1.1.1.0,47037C_13520,NP,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,F,47037C_STUDY1,500-Year Floodplain,2024/06/20 00:00:00+00,7edf8292-f682-4e8d-bd2a-7549998ab2e4,13102,22.257568359375,20.3343822677869
47037C,1.1.1.0,47037C_13521,NP,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,F,47037C_STUDY1,500-Year Floodplain,2024/06/20 00:00:00+00,819bbbf0-1c2f-40da-9047-95fa0d447a31,13103,4.859130859375,14.4595602325273
47037C,1.1.1.0,47037C_13522,NP,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,F,47037C_STUDY1,500-Year Floodplain,2024/06/20 00:00:00+00,401940a7-d913-4607-9eea-667f8c708c8f,13104,12.2593994140625,25.0216972928673
47037C,1.1.1.0,47037C_13523,NP,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,F,47037C_STUDY1,500-Year Floodplain,2024/06/20 00:00:00+00,8372857f-9754-4b2a-a41e-00d24e74d936,13105,15.3021240234375,30.1586799032178
47037C,1.1.1.0,47037C_13524,NP,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,F,47037C_STUDY1,500-Year Floodplain,2024/06/20 00:00:00+00,12d2dba6-f043-4aa1-a5c7-1bee1444fe3a,13106,891.759521484375,546.731256834628
47037C,1.1.1.0,47037C_13525,NP,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,F,47037C_STUDY1,500-Year Floodplain,2024/06/20 00:00:00+00,4c68c79f-346c-44bc-ab87-d6519e2aea47,13107,13.1407470703125,15.5017026192833
47037C,1.1.1.0,47037C_13526,NP,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,F,47037C_STUDY1,500-Year Floodplain,2024/06/20 00:00:00+00,d42a83f3-62b9-4021-9daf-7efe3e4a9331,13108,4.4071044921875,14.7071473093719
47037C,1.1.1.0,47037C_13527,NP,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,F,47037C_STUDY1,500-Year Floodplain,2024/06/20 00:00:00+00,d65fa225-0b03-4f85-b63b-433b4c4f972c,13109,6.0423583984375,11.8548227053244
47037C,1.1.1.0,47037C_13528,NP,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,F,47037C_STUDY1,500-Year Floodplain,2024/06/20 00:00:00+00,f60232db-4c0b-436e-bbf9-55141a81bdf0,13110,5192.23498535156,1867.04440401133
47037C,1.1.1.0,47037C_13529,NP,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,F,47037C_STUDY1,500-Year Floodplain,2024/06/20 00:00:00+00,ebed995c-9b0f-43bb-8794-11a1bdfa72d2,13111,20782.4328613281,4358.51589572849
47037C,1.1.1.0,47037C_13530,NP,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,F,47037C_STUDY1,500-Year Floodplain,2024/06/20 00:00:00+00,2ec546d3-eeb8-47ef-aa63-565920de0972,13112,132.251586914062,66.696105915718
47037C,1.1.1.0,47037C_13531,NP,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,F,47037C_STUDY1,500-Year Floodplain,2024/06/20 00:00:00+00,5f8628e0-3831-45ec-9718-86eaa535fee3,13113,11915.1591796875,2726.3126109649
47037C,1.1.1.0,47037C_13532,NP,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,F,47037C_STUDY1,500-Year Floodplain,2024/06/20 00:00:00+00,798de628-5ccb-4c75-8974-de8b083ca81b,13114,3443.1630859375,1811.61270916895
47037C,1.1.1.0,47037C_13533,NP,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,F,47037C_STUDY1,500-Year Floodplain,2024/06/20 00:00:00+00,9ba6b266-d7c9-4927-aa8e-d4c24313b51b,13115,5.7398681640625,9.89418559774942
47037C,1.1.1.0,47037C_13534,NP,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,F,47037C_STUDY1,500-Year Floodplain,2024/06/20 00:00:00+00,158271e6-f091-467f-a1e1-60fe12533f62,13116,1465.25659179688,995.050381955437
47037C,1.1.1.0,47037C_13535,NP,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,F,47037C_STUDY1,500-Year Floodplain,2024/06/20 00:00:00+00,dff43914-d1aa-4b44-8ec4-72d11b35d443,13117,0.9976806640625,6.63431511828812
47037C,1.1.1.0,47037C_13536,NP,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,F,47037C_STUDY1,500-Year Floodplain,2024/06/20 00:00:00+00,dc28bc71-96db-40f6-8a80-9293afd032e7,13118,12850.6771240234,4358.32107819519
47037C,1.1.1.0,47037C_13537,NP,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,F,47037C_STUDY1,500-Year Floodplain,2024/06/20 00:00:00+00,237831e5-9166-4afc-abb8-6dcc6bed9e2b,13119,3214.75366210938,1167.66794838529
47037C,1.1.1.0,47037C_13538,NP,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,F,47037C_STUDY1,500-Year Floodplain,2024/06/20 00:00:00+00,1bafe68c-6288-4d2d-b898-110b706f52e6,13120,0.5157470703125,6.16841071931315
47037C,1.1.1.0,47037C_13539,NP,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,F,47037C_STUDY1,500-Year Floodplain,2024/06/20 00:00:00+00,aa3af451-af2f-4756-8d5a-6614d279cd50,13121,15.4246826171875,36.8293866003907
47037C,1.1.1.0,47037C_13540,NP,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,F,47037C_STUDY1,500-Year Floodplain,2024/06/20 00:00:00+00,c53299e8-25b7-4f34-9925-63c6161aeab2,13122,1415.51452636719,637.376606564218
47037C,1.1.1.0,47037C_13541,NP,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,F,47037C_STUDY1,500-Year Floodplain,2024/06/20 00:00:00+00,ad7baff7-a486-4b2c-bef9-14808f7604a3,13123,5.2237548828125,11.2455937142396
47037C,1.1.1.0,47037C_13542,NP,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,F,47037C_STUDY1,500-Year Floodplain,2024/06/20 00:00:00+00,b6592a96-43fd-43ab-b8e2-2b73f2f3c735,13124,205.073364257812,266.897192075344
47037C,1.1.1.0,47037C_13543,NP,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,F,47037C_STUDY1,500-Year Floodplain,2024/06/20 00:00:00+00,1da35eff-c6aa-4a10-a974-e52f966f58e9,13125,17.6160888671875,26.222473122798
47037C,1.1.1.0,47037C_13544,NP,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,F,47037C_STUDY1,500-Year Floodplain,2024/06/20 00:00:00+00,1993aade-4ada-4b4d-b7f0-91392464603d,13126,136.05322265625,146.819228742489
47037C,1.1.1.0,47037C_13545,NP,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,F,47037C_STUDY1,500-Year Floodplain,2024/06/20 00:00:00+00,9b631954-11ba-4f89-87c9-9d0c6d438782,13127,9.244873046875,13.187696413564
47037C,1.1.1.0,47037C_13546,NP,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,F,47037C_STUDY1,500-Year Floodplain,2024/06/20 00:00:00+00,a4191434-7b2f-4dd6-8482-0757bc058a30,13128,14.5650634765625,19.7945897843668
47037C,1.1.1.0,47037C_13547,NP,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,F,47037C_STUDY1,500-Year Floodplain,2024/06/20 00:00:00+00,e5e75adf-b2d5-4a48-b06e-a2eda481b8ad,13129,4345.43786621094,1313.23423443433
47037C,1.1.1.0,47037C_13548,NP,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,F,47037C_STUDY1,500-Year Floodplain,2024/06/20 00:00:00+00,caee1507-80c5-4110-bf06-7b430326e360,13130,42.486572265625,79.6126008404281
47037C,1.1.1.0,47037C_13549,NP,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,F,47037C_STUDY1,500-Year Floodplain,2024/06/20 00:00:00+00,3f59fb27-f35f-46eb-8433-e29b70e438af,13131,1.7369384765625,7.6111554298327
47037C,1.1.1.0,47037C_13550,NP,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,F,47037C_STUDY1,500-Year Floodplain,2024/06/20 00:00:00+00,03587823-1c7a-47da-a03b-dd16763afe8c,13132,58.75634765625,38.2247407576042
47037C,1.1.1.0,47037C_13551,NP,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,F,47037C_STUDY1,500-Year Floodplain,2024/06/20 00:00:00+00,f3e87576-c5dc-4f20-b6aa-4d8d5cd8181f,13133,5232.34851074219,2268.94692302553
47037C,1.1.1.0,47037C_13552,NP,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,F,47037C_STUDY1,500-Year Floodplain,2024/06/20 00:00:00+00,28442744-68cc-4d67-b0ea-620006785db0,13134,7816.12805175781,3841.2041372768
47037C,1.1.1.0,47037C_13553,NP,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,F,47037C_STUDY1,500-Year Floodplain,2024/06/20 00:00:00+00,13577c56-9824-4179-aa83-a2e385bb90b3,13135,76.007568359375,89.137128604134
47037C,1.1.1.0,47037C_13554,NP,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,F,47037C_STUDY1,500-Year Floodplain,2024/06/20 00:00:00+00,3517df97-c8d2-4089-81be-d71c5a339f36,13136,1600.07958984375,518.803358121769
47037C,1.1.1.0,47037C_13555,NP,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,F,47037C_STUDY1,500-Year Floodplain,2024/06/20 00:00:00+00,c6d687fe-0164-43ee-94b7-1c23e22d664b,13137,2.5648193359375,16.0733219758627
47037C,1.1.1.0,47037C_13556,NP,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,F,47037C_STUDY1,500-Year Floodplain,2024/06/20 00:00:00+00,26d22d63-de14-45d9-a692-a67634cdad6b,13138,3.4276123046875,10.8192262701996
47037C,1.1.1.0,47037C_13557,NP,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,F,47037C_STUDY1,500-Year Floodplain,2024/06/20 00:00:00+00,4dc57b0a-2896-4978-9b0e-cf146ae6ac7a,13139,22.0985107421875,36.232413535653
47037C,1.1.1.0,47037C_13558,NP,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,F,47037C_STUDY1,500-Year Floodplain,2024/06/20 00:00:00+00,2da847ee-92d1-4a79-a9d0-053bea3069dc,13140,28.4364013671875,42.0623367478421
47037C,1.1.1.0,47037C_13559,NP,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,F,47037C_STUDY1,500-Year Floodplain,2024/06/20 00:00:00+00,aedaa132-008c-4d91-86f2-af4008b0cad5,13141,117.5439453125,144.892694930501
47037C,1.1.1.0,47037C_13560,NP,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,F,47037C_STUDY1,500-Year Floodplain,2024/06/20 00:00:00+00,6c3cb060-c272-4aca-8714-d123335008a3,13142,17.375244140625,37.3746594847549
47037C,1.1.1.0,47037C_13561,NP,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,F,47037C_STUDY1,500-Year Floodplain,2024/06/20 00:00:00+00,f47171ff-a605-499d-8b23-d38a224db16a,13143,1.890380859375,6.73457407404454
47037C,1.1.1.0,47037C_13562,NP,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,F,47037C_STUDY1,500-Year Floodplain,2024/06/20 00:00:00+00,853be167-c045-4d6d-a32f-764d3d17ea28,13144,197.9794921875,219.597796310464
47037C,1.1.1.0,47037C_13563,NP,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,F,47037C_STUDY1,500-Year Floodplain,2024/06/20 00:00:00+00,fb6bb5f6-bf66-469f-8981-45bb0b620c51,13145,30.77685546875,37.2008861452763
47037C,1.1.1.0,47037C_13564,NP,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,F,47037C_STUDY1,500-Year Floodplain,2024/06/20 00:00:00+00,e59ebd26-2862-480c-9b7a-4a6a9e609930,13146,7.48095703125,18.5276340051051
47037C,1.1.1.0,47037C_13565,NP,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,F,47037C_STUDY1,500-Year Floodplain,2024/06/20 00:00:00+00,f601a83d-a9da-4c6b-a6fb-b0556f0b1502,13147,4630.86376953125,2120.79939536338
47037C,1.1.1.0,47037C_13566,NP,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,F,47037C_STUDY1,500-Year Floodplain,2024/06/20 00:00:00+00,456b8da5-dcf1-4462-b127-22215f7da805,13148,971.768310546875,572.370676652764
47037C,1.1.1.0,47037C_13567,NP,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,F,47037C_STUDY1,500-Year Floodplain,2024/06/20 00:00:00+00,0b323fb3-4a93-4232-906f-06cc71acc41e,13149,2.283203125,10.3340876862461
47037C,1.1.1.0,47037C_13568,NP,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,F,47037C_STUDY1,500-Year Floodplain,2024/06/20 00:00:00+00,cdca7239-0612-4844-bc2b-0cfea4be410c,13150,13.904052734375,45.2760179099502
47037C,1.1.1.0,47037C_13569,NP,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,F,47037C_STUDY1,500-Year Floodplain,2024/06/20 00:00:00+00,aabe8c05-76c7-4115-a8c5-730f9dafe4ad,13151,3.314453125,16.0073853393714
47037C,1.1.1.0,47037C_13570,NP,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,F,47037C_STUDY1,500-Year Floodplain,2024/06/20 00:00:00+00,bd337228-b0b8-49ec-9ef0-21b3db96f25f,13152,1.24853515625,9.45154452637706
47037C,1.1.1.0,47037C_13571,NP,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,F,47037C_STUDY1,500-Year Floodplain,2024/06/20 00:00:00+00,faa7fc7d-7796-4b97-8d0b-ba297e044ddb,13153,9.2305908203125,27.5115021643469
47037C,1.1.1.0,47037C_13572,NP,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,F,47037C_STUDY1,500-Year Floodplain,2024/06/20 00:00:00+00,85c985dc-475f-4482-9b06-3aa52f5cb06f,13154,2.0552978515625,12.2244716798081
